games,wins,losses,draws,win_pct,avg_my_score,avg_opp_score,avg_total_score,avg_my_words,avg_opp_words,avg_total_words,avg_my_words_over_800,avg_opp_words_over_800,avg_my_words_over_1400,avg_opp_words_over_1400,avg_my_words_over_1800,avg_opp_words_over_1800,avg_my_words_over_2200,avg_opp_words_over_2200,avg_my_avg_word_value,avg_opp_avg_word_value,avg_total_avg_word_value,avg_score_diff,avg_words_diff,avg_words_over_800_diff,avg_words_over_1400_diff,avg_words_over_1800_diff,avg_words_over_2200_diff,avg_avg_word_value_diff,avg_my_hv_rate,avg_opp_hv_rate,avg_hv_rate_diff,avg_my_words_over_1400_rate,avg_opp_words_over_1400_rate,avg_words_over_1400_rate_diff
63,28,35,0,44.44,11461.90476190476,11758.73015873016,23220.63492063492,34.301587301587304,32.25396825396825,66.55555555555556,4.761904761904762,5.301587301587301,0.8095238095238095,1.2857142857142858,0.0317460317460317,0.1269841269841269,0.0,0.0158730158730158,326.0857001720538,358.30166119755626,341.6859327099439,-296.8253968253968,2.047619047619047,-0.5396825396825397,-0.4761904761904761,-0.0952380952380952,-0.0158730158730158,-32.2159610255025,0.1299,0.1578,-0.0279,0.0226,0.0385,-0.0159
