my_won,games,my_score,opp_score,total_score,my_words,opp_words,total_words,my_words_over_800,opp_words_over_800,my_words_over_1400,opp_words_over_1400,my_words_over_1800,opp_words_over_1800,my_words_over_2200,opp_words_over_2200,my_avg_word_value,opp_avg_word_value,total_avg_word_value,score_diff,words_diff,words_over_800_diff,words_over_1400_diff,words_over_1800_diff,words_over_2200_diff,avg_word_value_diff,avg_my_hv_rate,avg_opp_hv_rate,avg_hv_rate_diff,avg_my_words_over_1400_rate,avg_opp_words_over_1400_rate,avg_words_over_1400_rate_diff
0,35,10425.714285714286,13137.142857142857,23562.85714285714,32.57142857142857,33.48571428571429,66.05714285714286,3.857142857142857,6.371428571428571,0.7142857142857143,1.8285714285714283,0.0285714285714285,0.1714285714285714,0.0,0.0,311.1949707519176,387.173979717543,349.1136920185779,-2711.4285714285716,-0.9142857142857144,-2.5142857142857142,-1.1142857142857143,-0.1428571428571428,0.0,-75.97900896562543,0.1094,0.1853,-0.0759,0.0204,0.0533,-0.0329
1,28,12757.142857142857,10035.714285714286,22792.85714285714,36.464285714285715,30.714285714285715,67.17857142857143,5.892857142857143,3.9642857142857144,0.9285714285714286,0.6071428571428571,0.0357142857142857,0.0714285714285714,0.0,0.0357142857142857,344.699111947224,322.2112630475728,332.4012335741514,2721.4285714285716,5.75,1.9285714285714288,0.3214285714285714,-0.0357142857142857,-0.0357142857142857,22.48784889965117,0.1556,0.1234,0.0322,0.0253,0.02,0.0054
