games,wins,losses,draws,win_pct,avg_my_score,avg_opp2_score,avg_total_score,avg_my_words,avg_opp2_words,avg_total_words,avg_my_words_over_800,avg_opp2_words_over_800,avg_my_words_over_1400,avg_opp2_words_over_1400,avg_my_words_over_1800,avg_opp2_words_over_1800,avg_my_words_over_2200,avg_opp2_words_over_2200,avg_my_avg_word_value,avg_opp2_avg_word_value,avg_total_avg_word_value,avg_score_diff,avg_words_diff,avg_words_over_800_diff,avg_words_over_1400_diff,avg_words_over_1800_diff,avg_words_over_2200_diff,avg_avg_word_value_diff,avg_my_hv_rate,avg_opp2_hv_rate,avg_hv_rate_diff,avg_my_words_over_1400_rate,avg_opp2_words_over_1400_rate,avg_words_over_1400_rate_diff
51,29,22,0,56.86,10078.43,9439.22,19517.65,32.53,30.24,62.76,3.69,3.37,0.33,0.71,0.02,0.12,0.0,0.0,300.96,302.38,302.39,639.22,2.29,0.31,-0.37,-0.1,0.0,-1.42,0.104,0.1035,0.0005,0.0102,0.0215,-0.0113
