games,wins,losses,draws,win_pct,win_pct_excl_draws,avg_my_score,avg_opp_score,avg_total_score,avg_my_words,avg_opp_words,avg_total_words,avg_my_words_over_800,avg_opp_words_over_800,avg_my_words_over_1400,avg_opp_words_over_1400,avg_my_words_over_1800,avg_opp_words_over_1800,avg_my_words_over_2200,avg_opp_words_over_2200,avg_my_avg_word_value,avg_opp_avg_word_value,avg_total_avg_word_value,avg_score_diff,avg_words_diff,avg_words_over_800_diff,avg_words_over_1400_diff,avg_words_over_1800_diff,avg_words_over_2200_diff,avg_avg_word_value_diff
116,46,69,1,39.66,40.0,10506.9,11482.76,21989.66,34.41,32.91,67.33,3.85,4.99,0.4,1.17,0.01,0.15,0.0,0.03,298.98,343.11,321.07,-975.86,1.5,-1.14,-0.78,-0.14,-0.03,-44.13
