train_n,test_n,train_win_rate,test_win_rate,train_accuracy,test_accuracy,baseline_majority_class_accuracy,test_precision,test_recall,mcfadden_r2_train,mcfadden_r2_test,ridge_lambda,random_seed,newton_iterations
29,22,0.655,0.455,0.8621,0.5909,0.5455,0.5294,0.9,0.2799,-2.1131,0.0001,42,17
