train_n,test_n,train_win_rate,test_win_rate,train_accuracy,test_accuracy,baseline_majority_class_accuracy,test_precision,test_recall,mcfadden_r2_train,mcfadden_r2_test,ridge_lambda,random_seed,newton_iterations
35,28,0.4,0.5,0.6857,0.5,0.5,0.5,0.3571,0.1141,-0.0249,0.0001,42,6
