train_n,test_n,train_win_rate,test_win_rate,train_accuracy,test_accuracy,r2_train,r2_test,n_test_pred_lt0,n_test_pred_gt1,random_seed
35,28,0.4,0.5,0.6857,0.5,0.1465,-0.0201,0,0,42
