train_n,test_n,train_win_rate,test_win_rate,train_accuracy,test_accuracy,baseline_majority_class_accuracy,test_precision,test_recall,mcfadden_r2_train,mcfadden_r2_test,ridge_lambda,random_seed
65,51,0.415,0.373,0.7385,0.7451,0.6275,0.6667,0.6316,0.1781,0.0368,0.0001,42
